coments,label
Qué hago si mi paquete está más demorado de lo que me dijeron,pregunta
¿Cómo reporto un problema con la señal de televisión?,pregunta
Por qué el autobús que siempre tomo siempre va lleno,pregunta
Qué opciones tengo para solucionar los problemas de internet en mi casa,pregunta
Cómo chequeo el estado de mi solicitud de electricidad,pregunta
Qué hago si mi línea telefónica sigue fuera de servicio después de varios días,pregunta
Cuánto cuesta un viaje en bicicleta-taxi en mi municipio,pregunta
Qué hago si mi factura de agua tiene cargos extra,pregunta
Dónde encuentro información sobre los nuevos horarios de los buses urbanos,pregunta
Qué puedo hacer si mi solicitud de cableado eléctrico no se ha atendido,pregunta
Cuánto cuesta un viaje en colectivo hacia otro municipio,pregunta
Por qué mi línea telefónica sigue con interferencias,pregunta
Qué opciones tengo para mejorar el servicio de transporte público,pregunta
Cómo puedo ver el estado de mi solicitud de agua,pregunta
Qué hago si mi paquete fue entregado en la dirección equivocada?,pregunta
Cuánto cuesta un viaje en colectivo hacia otra provincia,pregunta
Por qué mi televisión por cable sigue sin funcionar después de varios días,pregunta
Dónde encuentro info sobre los horarios de los autobuses interprovinciales,pregunta
Qué hago si mi solicitud de electricidad sigue sin ser atendida,pregunta
Por qué mi línea telefónica sigue con problemas de cobertura,pregunta
Qué opciones tengo para mejorar el servicio de internet en mi comunidad,pregunta
Cómo chequear el estado de mi solicitud de agua potable,pregunta
Qué debo hacer si mi paquete llegó en mal estado,pregunta
¿Cuánto cuesta un viaje en taxi hacia el aeropuerto?,pregunta
Por qué mi televisión sigue sin funcionar después de varios días,pregunta
Dónde puedo encontrar los horarios de los autobuses nocturnos,pregunta
Qué hago si mi solicitud de electricidad sigue sin ser procesada,pregunta
Por qué mi línea telefónica sigue teniendo problemas de señal,pregunta
Qué opciones tengo para mejorar la calidad del internet en mi casa,pregunta
Cómo verifico el estado de mi solicitud de agua,pregunta
Qué hago si mi paquete no llega,pregunta
Qué opciones tengo para mejorar el internet en mi comunidad,pregunta
Cómo puedo chequear el estado de mi solicitud de agua potable,pregunta
Qué debo hacer si mi paquete fue entregado en mal estado,pregunta
¿Cuánto cuesta un viaje en taxi hacia el puerto?,pregunta
Qué hago si mi solicitud de electricidad sigue sin ser procesada?,pregunta
Qué opciones tengo para mejorar la calidad del internet en mi hogar,pregunta
Cómo chequeo el estado de mi solicitud de agua,pregunta
Qué hago si mi paquete sigue sin llegar,pregunta
Por qué mi línea telefónica sigue con problemas de cobertura?,pregunta
Qué opciones tengo para mejorar la calidad del internet en mi comunidad?,pregunta
A veces me pregunto si el internet de mi zona aguanta una videollamada sin caerse.,criterio general
"Todos los días el transporte se vuelve un problema, la guagua nunca viene vacía ni a tiempo.",criterio general
"Los precios en los mercados cambian como el tiempo, sin explicación clara.",criterio general
"No se sabe en qué se gastan los fondos de algunas cooperativas, deberían informar mejor.",criterio general
Sería bueno que los horarios del transporte coincidieran con los de entrada al trabajo.,criterio general
Hay productos en el mercado privado que cuestan un ojo de la cara y no valen la pena.,criterio general
En la escuela hace falta promover más el diálogo entre alumnos y profesores.,criterio general
Siempre que voy al banco hay una fila larguísima y solo una ventanilla abierta.,criterio general
"Se necesita mejorar el sistema de viajes entre provincias, hay pocas frecuencias.",criterio general
En la bodega muchas veces no llegan productos esenciales como el café o el arroz.,criterio general
"Los apagones son frecuentes, pero los trabajadores eléctricos hacen lo que pueden.",criterio general
Mandar un paquete al extranjero sale carísimo comparado con lo que se gana aquí.,criterio general
"En el hospital hay que esperar horas, aunque los doctores hacen un buen trabajo.",criterio general
Las personas mayores tienen muchas dificultades para subir a las guaguas.,criterio general
Los precios en el mercado no se corresponden con lo que se ofrece.,criterio general
Las oficinas del Estado abren en horarios que chocan con el horario laboral.,criterio general
"La señal de ETECSA en el campo es floja, deberían invertir más en esas zonas.",criterio general
"El agua no llega con regularidad a mi casa, y eso afecta hasta lavar y cocinar.",criterio general
"Faltan más guaguas para cubrir rutas entre provincias, sobre todo los fines de semana.",criterio general
Los electrodomésticos son muy caros y a veces ni garantía tienen clara.,criterio general
"Atender una queja en ETECSA es una odisea, nadie da respuesta concreta.",criterio general
"Hace falta revisar el sistema eléctrico, los apagones son casi diarios.",criterio general
"Durante las horas pico el transporte público no da abasto, es un caos.",criterio general
En el banco siempre hay tremenda cola y no hay suficiente personal.,criterio general
"Si mejoraran la flota de ómnibus, los viajes interprovinciales serían mucho más cómodos.",criterio general
Los productos por la libreta son baratos pero no siempre tienen buena calidad.,criterio general
Los vendedores en las tiendas de electrodomésticos no te ayudan en nada.,criterio general
En los campos se necesitan más opciones de transporte con horarios más amplios.,criterio general
En mi comunidad se va mucho la luz porque no le dan mantenimiento a las redes.,criterio general
Las guaguas se llenan tanto que ni puedes respirar adentro.,criterio general
Las operaciones bancarias demoran demasiado por falta de personal capacitado.,criterio general
Los carros para viajar entre provincias están viejos y se rompen en medio del camino.,criterio general
"Lo que venden por la libreta no siempre es de calidad, aunque el precio sea bajo.",criterio general
"El trato en las tiendas especializadas deja mucho que desear, a veces ni saludan.",criterio general
"Hace falta más planificación en el transporte rural, es difícil moverse sin una moto o bici.",criterio general
La corriente se va por horas y nadie da una explicación clara.,criterio general
Las guaguas deberían tener más frecuencia y mejores condiciones.,criterio general
Ir al banco implica perder la mañana entera por las largas colas.,criterio general
Sería bueno que renovaran los ómnibus interprovinciales con unidades más modernas.,criterio general
A veces los productos normados no alcanzan para todo el núcleo familiar.,criterio general
"No hay suficiente personal capacitado en las tiendas de equipos, eso retrasa todo.",criterio general
En las zonas rurales no hay forma de moverse si no es haciendo botella.,criterio general
Las interrupciones eléctricas son tan comunes que ya ni avisan.,criterio general
"El transporte urbano está colapsado, sobre todo a la hora de entrar al trabajo.",criterio general
"El banco no tiene un sistema ágil, cada trámite lleva una eternidad.",criterio general
Viajar a otra provincia en guagua es incómodo por el mal estado de los vehículos.,criterio general
Los artículos por la libreta son pocos y no cubren las necesidades básicas.,criterio general
"La atención al cliente en las tiendas deja mucho que desear, deberían capacitar mejor al personal.",criterio general
En los municipios del interior se necesita una solución urgente al tema del transporte.,criterio general
A veces estamos sin corriente toda la noche y no hay una programación fija.,criterio general
"Moverse dentro de la ciudad es difícil, hay pocas rutas y muchos pasajeros.",criterio general
Hacer una gestión en el banco es casi un castigo por el tiempo que se pierde.,criterio general
Los viajes entre provincias deberían tener más horarios disponibles y menos sobreventa.,criterio general
Con los productos de la libreta a veces no alcanza para todo el mes.,criterio general
Los dependientes de algunas tiendas especializadas no tienen el mejor trato ni orientación.,criterio general
"Hace falta más coordinación en el transporte de los pueblos, todo depende de una sola guagua.",criterio general
"El sistema eléctrico debería modernizarse, estamos usando infraestructura muy vieja.",criterio general
El transporte público está muy deteriorado y no cubre las necesidades de la población.,criterio general
Los trámites bancarios se demoran muchísimo y no hay alternativa digital eficiente.,criterio general
Viajar entre provincias en ómnibus es incómodo por la falta de climatización y espacio.,criterio general
Los productos por la libreta son insuficientes y muchas veces de mala calidad.,criterio general
En las tiendas de equipos hace falta más atención y conocimiento técnico del personal.,criterio general
"El transporte rural necesita refuerzos, sobre todo en horario escolar y laboral.",criterio general
"Los apagones afectan la rutina diaria, sobre todo en la noche.",criterio general
Las guaguas deberían pasar más seguido y con menos sobrecupo.,criterio general
El banco no da abasto con la cantidad de gente que necesita hacer gestiones.,criterio general
Los ómnibus para viajar a otras provincias están obsoletos y mal mantenidos.,criterio general
El abastecimiento por la libreta no alcanza para cubrir lo básico del mes.,criterio general
Los servicios en tiendas de electrodomésticos no son eficientes ni amigables.,criterio general
"En el campo moverse sin transporte es una odisea, sobre todo los fines de semana.",criterio general
Los cortes de luz afectan desde la comida hasta el descanso en casa.,criterio general
Hay que hacer magia para coger una guagua en horario pico.,criterio general
Los bancos deberían implementar sistemas digitales más eficientes para evitar colas.,criterio general
"Si actualizaran el parque de ómnibus, los viajes serían menos estresantes.",criterio general
El sistema de distribución por la libreta debería revisarse y mejorarse.,criterio general
La atención al cliente en muchas tiendas sigue siendo muy deficiente.,criterio general
"En zonas lejanas, el transporte es tan escaso que la gente depende del aventón.",criterio general
"Cuando se va la corriente por horas, se pierde la comida y el sueño.",criterio general
Hace falta que las guaguas sean más puntuales y pasen con más frecuencia.,criterio general
En el banco deberían priorizar a los trabajadores con menos tiempo disponible.,criterio general
Sería ideal tener viajes interprovinciales más cómodos y con mejores servicios a bordo.,criterio general
El acceso a productos básicos por la libreta no cubre lo que realmente se necesita.,criterio general
En las tiendas de electrodomésticos se nota falta de preparación en los empleados.,criterio general
En las zonas rurales no hay cómo moverse si no es en carro de caballo o bicicleta.,criterio general
El sistema eléctrico falla tanto que la gente ya ni se queja.,criterio general
Denuncio que ETECSA está incluyendo cobros por servicios que nunca solicité en mi factura telefónica.,denuncia
Hubo una falta total de información previa por parte de ETECSA sobre la interrupción masiva del Nauta Hogar este fin de semana.,denuncia
Mis paquetes de datos se están consumiendo anormalmente rápido; denuncio un posible error no informado en el sistema de ETECSA.,denuncia
"ETECSA ha incumplido flagrantemente el plazo establecido para reparar mi avería telefónica, reportada hace más de un mes.",denuncia
Denuncio el cambio unilateral y sin aviso previo de las condiciones de la promoción de recarga internacional por parte de ETECSA.,denuncia
La velocidad de conexión a internet que recibo es consistentemente inferior a la contratada y pagada a ETECSA.,denuncia
ETECSA no informó con antelación sobre los trabajos de mantenimiento que afectaron gravemente la señal celular en mi zona.,denuncia
"Se están instalando radiobases con tecnología obsoleta, contrario a lo que ETECSA anuncia sobre modernización.",denuncia
Denuncio la falta de transparencia y criterios claros en la asignación de nuevas líneas fijas y servicios Nauta Hogar por parte de ETECSA.,denuncia
Las llamadas internacionales a ciertos destinos fallan constantemente a pesar de tener saldo; ETECSA no soluciona este problema.,denuncia
"El apagón de anoche duró 6 horas, el doble de las 3 horas informadas oficialmente por la UNE.",denuncia
Mi factura eléctrica llegó con un consumo desproporcionado y la UNE no ha revisado el metrocontador pese a mis solicitudes.,denuncia
La UNE incumple al no publicar un cronograma detallado y fiable de los mantenimientos programados con cortes eléctricos.,denuncia
La UNE no se responsabiliza por los equipos dañados durante las fluctuaciones de voltaje que ocurren sin previo aviso.,denuncia
Mi denuncia sobre alto voltaje lleva meses sin respuesta de la UNE y mis electrodomésticos siguen en riesgo.,denuncia
Es un incumplimiento grave que la UNE no informe a la población sobre las causas reales y completas de los déficits de generación.,denuncia
"La UNE lleva meses facturando mi consumo eléctrico de forma estimada, sin realizar lecturas reales del contador.",denuncia
"Denuncio la diferencia injustificada en la frecuencia y duración de los apagones entre distintas zonas, sin explicación de la UNE.",denuncia
"La UNE está incumpliendo los plazos prometidos para reemplazar transformadores averiados, afectando a comunidades enteras.",denuncia
Exijo una compensación por parte de la UNE debido al incumplimiento reiterado de los horarios de afectación eléctrica anunciados.,denuncia
Denuncio la cancelación constante de viajes de la ruta P12 sin ningún tipo de aviso en paradas ni medios oficiales.,denuncia
"Taxistas estatales están cobrando tarifas superiores a las establecidas oficialmente, y esto parece ser permitido.",denuncia
El tren Habana-Santiago acumuló más de 12 horas de retraso sin información ni alternativas para los pasajeros. ¡Un incumplimiento total!,denuncia
"Las guaguas nuevas se deterioran rápidamente por falta de mantenimiento adecuado, un incumplimiento de la empresa de transporte.",denuncia
La empresa de transporte anunció nuevas rutas de ómnibus que luego nunca entraron en funcionamiento. Información engañosa.,denuncia
Es inaceptable la falta de publicación de horarios reales y actualizados de las rutas de ómnibus urbanos.,denuncia
"Choferes de guagua alteran o acortan el recorrido oficial sin informar, afectando a los pasajeros.",denuncia
Faltan mecanismos claros y efectivos para denunciar el maltrato o cobro indebido por transportistas estatales y no se informa sobre sanciones.,denuncia
Sospecho que el combustible asignado para el transporte público se está desviando para otros fines no declarados.,denuncia
La Empresa de Ómnibus Nacionales no informa con antelación ni transparencia sobre la disponibilidad real de pasajes interprovinciales.,denuncia
Aguas de La Habana interrumpe el suministro de agua por días sin previo aviso ni explicación alguna.,denuncia
"La calidad del agua suministrada es pésima (color, olor) y no se informa sobre los riesgos ni análisis realizados.",denuncia
Aguas de La Habana está cobrando el servicio de agua incluso durante los largos períodos en que no hay suministro.,denuncia
"Los reportes de salideros graves tardan semanas o meses en ser atendidos, demostrando negligencia y desperdicio de agua.",denuncia
Denuncio la falta de información pública sobre los resultados de los análisis de potabilidad del agua por zonas.,denuncia
Las pipas de agua programadas para zonas afectadas por cortes prolongados simplemente no llegan o incumplen horarios.,denuncia
No se informa debidamente a los residentes sobre obras en la red hidráulica que causan afectaciones prolongadas.,denuncia
"Las tarifas del agua subieron sin una comunicación oficial clara, detallada y previa a todos los usuarios.",denuncia
Acueducto está ignorando deliberadamente las denuncias de la comunidad sobre desagües y alcantarillas obstruidas.,denuncia
Falta información transparente sobre las inversiones para mejorar la infraestructura hidráulica y cuándo se verán resultados concretos.,denuncia
CIMEX y TRD anuncian productos en oferta que luego es imposible encontrar en ninguna de sus tiendas.,denuncia
Denuncio diferencias de precios injustificadas para el mismo producto entre distintas tiendas TRD y CIMEX.,denuncia
En las tiendas MLC se venden productos importados con fechas de caducidad muy próximas o vencidas sin advertencia clara.,denuncia
Existe una total falta de información sobre el origen y las garantías reales de los electrodomésticos vendidos en TRD/CIMEX.,denuncia
"He sido testigo de cómo dependientes de CIMEX reservan productos de alta demanda para conocidos, incumpliendo normas de venta.",denuncia
Estas tiendas incumplen los derechos del consumidor al no aceptar devoluciones o reclamaciones por productos defectuosos.,denuncia
Falta información clara y actualizada sobre la disponibilidad de productos básicos en las tiendas MLC.,denuncia
Denuncio la venta de productos en tiendas estatales con sobreprecios evidentes y abusivos comparados con su costo real.,denuncia
Las cadenas de tiendas no informan sobre las causas reales de la escasez crónica de artículos básicos.,denuncia
El personal de las tiendas TRD/CIMEX desconoce o informa incorrectamente sobre las políticas de garantía de los productos.,denuncia
"La entrega del balón de gas licuado normado acumula más de dos meses de retraso sobre la fecha prevista, sin notificación alguna.",denuncia
Denuncio que los cilindros de gas entregados por Cupet no siempre contienen la cantidad correcta de producto (vienen 'flacos').,denuncia
Falta información clara y con antelación sobre los puntos de venta y horarios de distribución del gas liberado.,denuncia
"Cupet incumple al no garantizar la seguridad de los cilindros y válvulas que entregan, poniendo en riesgo a los usuarios.",denuncia
Existe un trato desigual injustificado: unos reciben el gas puntualmente mientras otros esperamos meses.,denuncia
Los reportes sobre fugas o mal estado de los balones de gas no son atendidos por Cupet con la urgencia requerida.,denuncia
No hay un sistema transparente para que los usuarios sepamos cuándo nos corresponde recibir el próximo cilindro de gas normado.,denuncia
Denuncio el posible desvío de gas destinado a la población hacia otros sectores sin información pública.,denuncia
No existen canales efectivos y con respuesta para denunciar irregularidades en la venta o distribución del gas.,denuncia
"Los precios del gas liberado varían sin una tabla oficial publicada y accesible, permitiendo cobros arbitrarios.",denuncia
"Mi solicitud de reparación por derrumbe parcial lleva años sin respuesta de Vivienda, incumpliendo todos los procedimientos.",denuncia
La asignación de viviendas y subsidios por parte de Vivienda carece de criterios transparentes y públicos.,denuncia
Los trámites para permisos de construcción o legalización de propiedades en Vivienda demoran años sin justificación.,denuncia
Vivienda incumple al no informar a los afectados sobre el estado real de los planes de rehabilitación de edificios.,denuncia
Denuncio la entrega de materiales de construcción de mala calidad e incompletos para los subsidios aprobados por Vivienda.,denuncia
Existen denuncias sobre funcionarios de Vivienda que solicitan pagos extraoficiales ('por la izquierda') para agilizar trámites.,denuncia
Falta información pública y actualizada sobre el fondo habitacional disponible y los planes reales de construcción.,denuncia
Vivienda ignora las denuncias sobre construcciones ilegales que afectan gravemente a propiedades colindantes.,denuncia
No se informa sobre las medidas tomadas o plazos para intervenir en edificios declarados en peligro de derrumbe inminente.,denuncia
Denuncio la inexistencia de un mecanismo claro y justo para apelar decisiones sobre asignación de viviendas o subsidios.,denuncia
Este mes el arroz de la bodega llegó incompleto y el bodeguero no dio explicación oficial ni solución.,denuncia
La calidad del azúcar normada ha disminuido drásticamente y Comercio no informa la causa ni toma medidas.,denuncia
Los productos de la canasta básica llegan sistemáticamente con días o semanas de retraso. ¡Es un incumplimiento constante!,denuncia
"Denuncio que el pesaje de los productos en mi bodega es frecuentemente inexacto, siempre en perjuicio del consumidor.",denuncia
Productos anunciados oficialmente para la canasta familiar normada luego nunca llegan a distribuirse en las bodegas.,denuncia
Es un hecho conocido que algunos bodegueros 'guardan' productos normados para venderlos ilegalmente 'por fuera'.,denuncia
Falta información clara y oportuna sobre los productos sustitutos cuando falta alguno de los normados en la bodega.,denuncia
Hay sospechas fundadas del desvío de productos destinados a la venta normada hacia otros mercados.,denuncia
Urge implementar controles más estrictos e información pública sobre la distribución real de los alimentos normados.,denuncia
"No existe un canal efectivo para denunciar el maltrato, el robo en el peso o las irregularidades en las bodegas y que se tomen medidas.",denuncia
Me cancelaron una cita con especialista sin previo aviso y sin darme una nueva fecha. ¡Falta de respeto e incumplimiento!,denuncia
Denuncio la grave escasez de medicamentos básicos en las farmacias sin información oficial sobre alternativas o cuándo llegarán.,denuncia
"Los resultados de análisis clínicos importantes demoran semanas más de lo prometido, retrasando diagnósticos y tratamientos.",denuncia
La falta de higiene en áreas de hospitales públicos es evidente y constituye un incumplimiento grave de las normas sanitarias.,denuncia
Es inaceptable la falta de insumos básicos como guantes o jeringuillas en consultorios médicos y hospitales.,denuncia
Denuncio la práctica de algunos médicos que condicionan la atención o agilización de turnos a 'regalos' o pagos.,denuncia
"Falta información clara a los pacientes sobre los protocolos a seguir, sus derechos y opciones dentro del sistema de salud.",denuncia
Las largas esperas y el hacinamiento en las salas de urgencia de los hospitales demuestran una mala gestión y falta de recursos.,denuncia
"El MINSAP no informa sobre el estado de equipos médicos importantes que llevan meses fuera de servicio, afectando la atención.",denuncia
"Las ambulancias tardan tiempos excesivos en llegar ante emergencias reportadas, poniendo vidas en riesgo.",denuncia
Mi paquete internacional lleva meses retenido en Correos de Cuba sin notificación alguna sobre su estado o el motivo.,denuncia
Se están extraviando paquetes y correspondencia con demasiada frecuencia en Correos de Cuba y no hay respuesta ni solución.,denuncia
Correos de Cuba aumentó sus tarifas de envío nacional e internacional sin un aviso previo detallado y justificado.,denuncia
"El servicio de seguimiento en línea (rastreador) de Correos de Cuba no funciona o no se actualiza, es un incumplimiento.",denuncia
Los tiempos de entrega para envíos dentro de Cuba por Correos son excesivamente largos e injustificados.,denuncia
Denuncio casos de empleados de Correos que abren o sustraen contenido de los paquetes impunemente.,denuncia
"Correos de Cuba no informa adecuadamente sobre artículos prohibidos o regulaciones aduanales, causando problemas a los usuarios.",denuncia
La entrega de giros postales a través de Correos demora semanas más de lo establecido oficialmente.,denuncia
Faltan mecanismos eficientes en Correos de Cuba para reclamar por paquetes dañados o perdidos y obtener compensación justa.,denuncia
"Las oficinas de correo carecen de personal y condiciones adecuadas, lo que incumple con un servicio digno al público.",denuncia
"Estoy harto de la lentitud del Nauta Hogar, pago por un servicio que apenas funciona.",queja
"La atención al cliente en la oficina comercial de ETECSA fue pésima, la empleada muy desagradable.",queja
"Qué manera de cortarse las llamadas con Cubacel últimamente, ¡es desesperante!",queja
"La conexión de datos móviles es inestable y lentísima en mi zona, no vale lo que cuesta.",queja
"Me cobraron la factura del teléfono fijo dos veces este mes, ¡qué descontrol tienen!",queja
"Es imposible comunicarse con el 112 para reportar averías, siempre ocupado o no contestan.",queja
El portal de usuario de ETECSA es confuso y nada práctico para gestionar los servicios.,queja
"Las promociones de recarga internacional son un enredo, nunca quedan claras las condiciones.",queja
"Estoy insatisfecho con la cobertura celular en interiores, apenas tengo señal dentro de casa.",queja
Llevo una semana esperando que vengan a instalarme el Nauta Hogar después de la fecha acordada.,queja
¡Otra vez se fue la luz sin aviso! Ya estoy cansado de estos apagones sorpresa.,queja
"El voltaje está tan bajo que los equipos casi no funcionan, ¿hasta cuándo esto?",queja
"La factura de la luz vino altísima este mes y no hemos consumido más, ¡esto es un abuso!",queja
"Qué mal servicio de atención telefónica para reportar averías eléctricas, te tratan con indiferencia.",queja
"Los constantes bajones de luz me van a quemar los electrodomésticos, ¿quién responde por eso?",queja
"Es inaceptable la poca duración de los bombillos ahorradores que venden, se funden enseguida.",queja
"Los horarios de los apagones programados nunca se cumplen, o duran más o empiezan antes.",queja
Me quejo de la demora en venir a reparar un cable caído que reporté hace días.,queja
"La lectura del metrocontador parece incorrecta, mi consumo no puede ser tan elevado.",queja
"Estoy molesto por la falta de mantenimiento de las líneas eléctricas en mi barrio, siempre hay problemas.",queja
La guagua P12 siempre viene llena y hay que esperar muchísimo por la próxima.,queja
El chofer del ómnibus fue muy grosero cuando le pregunté por una parada.,queja
Los asientos de los trenes nacionales son incómodos y los baños están muy sucios.,queja
Los taxis estatales a veces no quieren poner el taxímetro y te cobran lo que les da la gana.,queja
Qué falta de respeto que las guaguas se salten paradas sin motivo aparente.,queja
"Estoy insatisfecho con la frecuencia de la ruta A58, es muy baja para la cantidad de gente.",queja
El aire acondicionado de las guaguas nuevas muchas veces no funciona o lo ponen demasiado fuerte.,queja
Reclamo por la falta de cambio que siempre tienen los choferes o cobradores.,queja
La terminal de ómnibus nacionales necesita una limpieza profunda y mejor organización.,queja
"Es una odisea conseguir pasaje en tren, el sistema de reservas es ineficiente.",queja
"El agua llega con muy poca presión a mi casa, apenas sube al tanque.",queja
Estoy molesto por el mal olor y el color turbio del agua que está llegando últimamente.,queja
¡Qué manera de incumplir los horarios de suministro de agua! Nunca se sabe cuándo va a venir.,queja
"Llamé para reportar un salidero y me trataron fatal, sin darme solución.",queja
Dejaron toda la calle rota y sucia después de arreglar una tubería. ¡Qué falta de consideración!,queja
Me quejo porque llevo días sin agua y las pipas no aparecen por mi zona.,queja
"El sabor del agua es desagradable, tenemos que comprar agua embotellada.",queja
La factura del agua me parece excesiva para el mal servicio que recibimos.,queja
Es frustrante ver cómo se desperdicia agua en salideros enormes sin que nadie los repare rápido.,queja
"Las alcantarillas de mi calle están tupidas y nadie viene a limpiarlas, ¡esto es un asco!",queja
Las dependientas de la TRD siempre están de mal humor y atienden de mala gana.,queja
¡Qué cola más larga tuve que hacer en CIMEX para pagar un solo producto!,queja
"Compré un ventilador en MLC y vino defectuoso, ahora es un problema para cambiarlo.",queja
"Las tiendas están desabastecidas, nunca encuentro lo que busco.",queja
"Me quejo de la mala calidad de la ropa que venden en estas tiendas, se rompe enseguida.",queja
Es irritante que los precios cambien constantemente sin justificación aparente.,queja
La limpieza y organización de algunas tiendas TRD dejan mucho que desear.,queja
"No aceptan tarjetas magnéticas en muchas cajas, obligando a pagar en efectivo. ¡Qué atraso!",queja
"El aire acondicionado de la tienda estaba roto, era insoportable estar dentro.",queja
"Ponen la música altísima en algunas tiendas, es molesto y no se puede ni hablar.",queja
El repartidor del gas fue muy antipático y ni siquiera ayudó a subir el balón.,queja
"Llevo esperando el gas normado más tiempo del que me tocaba, ¡ya se me acabó!",queja
Es un lío tremendo contactar con el punto de venta de gas para saber cuándo entregan.,queja
Los balones de gas vienen sucios y a veces golpeados.,queja
Me quejo de la incertidumbre de no saber nunca la fecha exacta de entrega del gas.,queja
El precio del gas liberado me parece excesivamente caro.,queja
"El horario de venta de gas liberado es muy inconveniente, casi siempre coincide con horario laboral.",queja
La válvula del último balón que me trajeron estaba defectuosa y perdía gas.,queja
"Es muy difícil conseguir un contrato nuevo de gas licuado, ponen muchas trabas.",queja
"Me siento estafado con el peso del balón de gas, siento que dura menos que antes.",queja
"Qué lentitud en Vivienda para cualquier trámite, ¡es desesperante!",queja
El funcionario que me atendió en Vivienda fue muy poco claro y no resolvió mis dudas.,queja
"Es casi imposible conseguir una cita en la oficina de Vivienda, nunca hay turnos.",queja
La cantidad de papeles y burocracia para solicitar un subsidio es agobiante.,queja
Siento que mi expediente en Vivienda está engavetado y nadie le hace caso.,queja
Me quejo de la falta de información clara sobre los requisitos para trámites de propiedad.,queja
El trato en algunas oficinas de Planificación Física deja mucho que desear.,queja
Los materiales de construcción que me dieron por subsidio son de pésima calidad.,queja
Llevo años esperando una solución para mi problema de vivienda y todo sigue igual.,queja
Es frustrante ver la falta de mantenimiento de los edificios multifamiliares por parte de Vivienda.,queja
El arroz de la bodega vino lleno de piedras y sucio este mes.,queja
El bodeguero siempre pesa 'a ojo' y siento que me está robando en el peso.,queja
"Qué mal carácter tiene el bodeguero de mi zona, parece que te está haciendo un favor.",queja
"Los horarios de la bodega son muy malos, cierran temprano y los fines de semana casi no abren.",queja
"Nunca tienen cambio en la bodega, siempre es un problema pagar.",queja
Me quejo de la pésima calidad del café que distribuyen por la libreta.,queja
"Los chícharos vinieron partidos y viejos, imposibles de ablandar.",queja
Siempre faltan productos en la bodega y nadie sabe cuándo van a entrar.,queja
"La limpieza de la bodega deja mucho que desear, hay poca higiene.",queja
Es molesto tener que ir varias veces porque nunca tienen todos los productos juntos.,queja
¡Qué demora en el cuerpo de guardia! Estuve horas esperando para que me atendieran.,queja
"La doctora del consultorio me trató con mucha frialdad y apuro, casi no me escuchó.",queja
"Los baños del hospital estaban asquerosos, ¡qué falta de higiene!",queja
Llevo semanas buscando un medicamento en la farmacia y no aparece.,queja
"Me quejo de la falta de comunicación, nadie me explica bien mi diagnóstico ni tratamiento.",queja
Es inaceptable la falta de sábanas limpias y almohadas en las salas de ingreso.,queja
El personal de enfermería a veces es poco amable con los pacientes y familiares.,queja
"Conseguir un turno para un especialista es una misión imposible, demoran meses.",queja
La comida del hospital es de muy mala calidad y poco variada.,queja
"Estoy insatisfecho con la atención recibida en el policlínico, siento que no me resolvieron el problema.",queja
Mi paquete llegó con la caja rota y faltaban cosas dentro. ¡Qué indignación!,queja
"El cartero nunca toca la puerta, deja el aviso y se va. ¡Qué comodidad!",queja
"La lentitud del correo nacional es exasperante, una carta tarda semanas en llegar.",queja
El empleado de la ventanilla de correos fue muy desagradable y poco servicial.,queja
¡Qué colas interminables hay siempre en la oficina de Correos!,queja
Me quejo porque perdieron una carta importante que me enviaron desde el extranjero.,queja
El servicio de giros postales es muy lento y complicado.,queja
Las tarifas de envío de paquetes me parecen muy caras para la calidad del servicio.,queja
La oficina de correos de mi barrio está en muy mal estado y es incómoda.,queja
Es frustrante que el rastreador de paquetes online casi nunca funcione o dé información útil.,queja
"Sería tremenda idea que ETECSA pusiera un plan de datos sin límites para Nauta Hogar, aunque navegue más lento cuando se acabe el cupo.",sugerencia
"Estuviera bien que ETECSA mandara un SMS cuando va a cortar el internet por mantenimiento, pa’ uno no quedarse colgado.",sugerencia
"Propongo que se puedan pagar los servicios de ETECSA con más aplicaciones, no solo con Transfermóvil.",sugerencia
"Transfermóvil debería ser más fácil de usar, y que enseñe bien qué se gastó y cómo.",sugerencia
Estaría bueno un plan de internet móvil más barato pa’ la gente que está apretá económicamente.,sugerencia
Deberían sacar un mapa donde uno vea por dónde hay buena señal 4G y por dónde no.,sugerencia
"Cuando uno se muda, el cambio de línea fija debería ser más rápido, no que uno tenga que esperar semanas.",sugerencia
"Sería muy útil que ETECSA atendiera por WhatsApp o por un chat directo, pa’ no tener que ir hasta la oficina.",sugerencia
Estuviera bien que los megas que uno no gasta se acumularan pa’l mes siguiente.,sugerencia
"La velocidad mínima de Nauta Hogar está muy bajita, deberían subirla aunque sea un poco.",sugerencia
"La UNE debería avisar con tiempo los apagones, mínimo un día antes, y que lo que digan se cumpla.",sugerencia
Un SMS avisando si hay corte de luz o si cambiaron el horario ayudaría mucho.,sugerencia
Sería justo que la UNE rebaje algo de la factura cuando no cumplen los horarios de apagón.,sugerencia
Estaría bien que expliquen bien cómo leer el metrocontador y entender la factura eléctrica.,sugerencia
"Cuando se va la luz, deberían darle prioridad a hospitales y lugares que no pueden quedarse sin corriente.",sugerencia
Podrían poner protectores de voltaje en los transformadores pa’ que no se frían los equipos de la gente.,sugerencia
Una app pa’ reportar apagones o saber si ya están trabajando en eso sería una salvación.,sugerencia
